Airport_Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz_database_timezone,Type
Jacksonville Station,Jacksonville,United States,\N,\N,30.3661,-81.72339,19,-5,A,\N,station
Union Station,Ocala,United States,\N,\N,29.191944,-82.135833,69,-5,A,\N,station
Winter Haven Amtrak Station,Winter Haven,United States,\N,\N,28.002211,-81.734911,145,-5,A,\N,station
Sebring Station,Sebring,United States,\N,\N,27.496111,-81.434722,140,-5,A,\N,station
Okeechobee Amtrak Station,Okeechobee,United States,\N,\N,27.25178,-80.82991,29,-5,A,\N,station
West Palm Beach Station,West Palm Beach,United States,\N,\N,26.712311,-80.062297,20,-5,A,\N,station
Boynton Beach Station,Boynton Beach,United States,\N,\N,26.553865,-80.070644,23,-5,A,\N,station
Sturtevant Amtrak Station,Sturtevant,United States,\N,\N,42.7183,-87.9062,738,-6,A,\N,station
Battersea Park Railway Station,London,United Kingdom,\N,\N,51.4779,-0.1477,29,0,E,\N,station
Clapham Junction Railway Station,London,United Kingdom,\N,\N,51.4646,-0.1705,34,0,E,\N,station
Wandsworth Common Railway Station,London,United Kingdom,\N,\N,51.4464,-0.1635,96,0,E,\N,station
Balham Station,London,United Kingdom,\N,\N,51.4426,-0.152,94,0,E,\N,station
Streatham Common Railway Station,London,United Kingdom,\N,\N,51.4187,-0.1362,112,0,E,\N,station
Norbury Railway Station,Croydon,United Kingdom,\N,\N,51.4114,-0.1214,123,0,E,\N,station
Thornton Heath Railway Station,Croydon,United Kingdom,\N,\N,51.3985,-0.1004,166,0,E,\N,station
Selhurst Railway Station,Croydon,United Kingdom,\N,\N,51.3921,-0.0883,164,0,E,\N,station
East Croydon Station,Croydon,United Kingdom,\N,\N,51.3752,-0.0923,212,0,E,\N,station
South Croydon Railway Station,Croydon,United Kingdom,\N,\N,51.3629,-0.0937,205,0,E,\N,station
Purley Oaks Railway Station,Croydon,United Kingdom,\N,\N,51.3469,-0.0987,202,0,E,\N,station
Purley Railway Station,Croydon,United Kingdom,\N,\N,51.3377,-0.1135,247,0,E,\N,station
Coulsdon South Railway Station,Croydon,United Kingdom,\N,\N,51.3157,-0.138,334,0,E,\N,station
Merstham Railway Station,Merstham,United Kingdom,\N,\N,51.264,-0.15,317,0,E,\N,station
Redhill Railway Station,Redhill,United Kingdom,\N,\N,51.24022,-0.1659,272,0,E,\N,station
Earlswood Railway Station,Earlswood,United Kingdom,\N,\N,51.227,-0.171,269,0,E,\N,station
Salfords Railway Station,Salfords,United Kingdom,\N,\N,51.202,-0.162,225,0,E,\N,station
Horley Railway Station,Horley,United Kingdom,\N,\N,51.169,-0.161,191,0,E,\N,station
Gatwick Airport Railway Station,Crawley,United Kingdom,\N,\N,51.1564,-0.161,212,0,E,\N,airport
Acton Main Line Railway Station,London,United Kingdom,\N,\N,51.5171,-0.2668,99,0,E,\N,station
Heathrow Central Railway Station,Hillingdon,United Kingdom,\N,\N,51.471,-0.454,85,0,E,\N,station
Orlyval Sud Station,Orly,France,\N,\N,48.729025,2.369892,285,1,E,\N,station
Glasgow Airport Railway Station,Glasgow,United Kingdom,\N,\N,55.863,-4.428,32,0,E,\N,airport
Brussels Airport Zaventem Railway Station,Brussels,Belgium,\N,\N,50.897222,4.484722,165,1,E,\N,airport
Airport - Rodalies de Catalunya,El Prat,Spain,\N,\N,41.304256,2.073306,10,1,E,\N,airport
Aeroporto Railway Station,Malpensa,Italy,\N,\N,45.628056,8.711111,732,1,E,\N,station
Aeroporto Railway Station,Fiumicino,Italy,\N,\N,41.794167,12.251111,13,1,E,\N,station
Zurich Airport Railway Station,Kloten,Switzerland,\N,\N,47.450278,8.562222,1407,1,E,\N,airport
Airport Terminal Station,Freising,Germany,\N,\N,48.353739,11.785841,1470,1,E,\N,airport
Flughafen Wien Railway Station,Schwechat,Austria,\N,\N,48.120833,16.563056,598,1,E,\N,station
Nyugati Railway Terminal,Budapest,Hungary,\N,\N,47.510833,19.0575,347,1,E,\N,station
Ferihegy Railway Station,Ferihegy,Hungary,\N,\N,47.437444,19.223675,427,1,E,\N,station
Airport Regional Station,Frankfurt,Germany,\N,\N,50.051944,8.570556,380,1,E,\N,airport
Dusseldorf Airport Station,Dusseldorf,Germany,\N,\N,51.291667,6.786389,126,1,E,\N,airport
Hamburg Airport Station,Fuhlsbuttel,Germany,\N,\N,53.631604,10.006737,51,1,E,\N,airport
Kastrup Airport Station,Kastrup,Denmark,\N,\N,55.629722,12.649167,7,1,E,\N,airport
Schonefeld Flughafen Station,Schonefeld,Germany,\N,\N,52.391389,13.512778,153,1,E,\N,station
Brandenburg Airport Railway Station,Schonefeld,Germany,\N,\N,52.364669,13.5108,146,1,E,\N,airport
Loughborough Station,Loughborough,United Kingdom,\N,\N,52.7667,-1.2,0,0,U,\N,station
Hineno Station,Izumisano,Japan,\N,\N,34.3907,135.3311,123,9,U,\N,station
Mikunigaoka Station,Sakai-ku,Japan,\N,\N,34.565264,135.492792,69,9,U,\N,station
Tennoji Station,Osaka,Japan,\N,\N,34.647374,135.513908,49,9,U,\N,station
Shin-Imamiya Station,Osaka,Japan,\N,\N,34.650167,135.500694,9,9,U,\N,station
Imamiya Station,Osaka,Japan,\N,\N,34.654194,135.493056,5,9,U,\N,station
Taisho Station,Osaka,Japan,\N,\N,34.665519,135.479975,2,9,U,\N,station
Bentencho Station,Osaka,Japan,\N,\N,34.669083,135.462667,0,9,U,\N,station
Nishikujo Station,Osaka,Japan,\N,\N,34.682664,135.466789,0,9,U,\N,station
Osaka Station,Osaka,Japan,\N,\N,34.701908,135.494978,18,9,U,\N,station
Yokohama Station,Yokohama,Japan,\N,\N,35.465444,139.622836,69,9,U,\N,station
Shinagawa Station,Tokyo,Japan,\N,\N,35.628157,139.739099,10,9,U,\N,station
Kawasaki Station,Kawasaki,Japan,\N,\N,35.531417,139.696939,47,9,U,\N,station
Guarapari Airport,Guarapari,Brazil,GUZ,SNGA,-20.64649963,-40.4919014,28,-3,S,\N,airport
Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB,-23.44109917,-45.07559967,13,-3,S,\N,airport
Keiseinarita Station,Narita,Japan,\N,\N,35.7768,140.315556,110,9,U,\N,station
Narita Station,Narita,Japan,\N,\N,35.777849,140.314084,102,9,U,\N,station
Shisui Station,Shisui,Japan,\N,\N,35.731758,140.275336,26,9,U,\N,station
Yotsukaido Station,Yotsukaido,Japan,\N,\N,35.662997,140.165553,104,9,U,\N,station
Chiba Station,Chiba,Japan,\N,\N,35.613122,140.113192,22,9,U,\N,station
Tsudanuma Station,Narashino,Japan,\N,\N,35.691221,140.020478,57,9,U,\N,station
Nishi-Funabashi Station,Funabashi,Japan,\N,\N,35.707,139.959,9,9,U,\N,station
Ichikawa Station,Ichikawa,Japan,\N,\N,35.729128,139.9077,14,9,U,\N,station
Kameido Station,Tokyo,Japan,\N,\N,35.6977,139.8264,36,9,U,\N,station
Narita Airport Terminal 2 Station,Narita,Japan,\N,\N,35.772967,140.387639,138,9,U,\N,airport
Haneda Airport International Terminal Station,Tokyo,Japan,\N,\N,35.544917,139.767889,24,9,U,\N,airport
Haneda Airport Terminal 2 Station,Tokyo,Japan,\N,\N,35.550849,139.78825,16,9,U,\N,airport
Haneda Airport Terminal 1 Station,Tokyo,Japan,\N,\N,35.549083,139.784597,73,9,U,\N,airport
Kansai Airport Station,Tajiri,Japan,\N,\N,34.435911,135.243492,0,9,U,\N,airport
Incheon International Airport Station,Incheon,South Korea,\N,\N,37.44745,126.45253,22,9,U,\N,airport
Gimpo International Airport Station,Seoul,South Korea,\N,\N,37.5625,126.800833,54,9,U,\N,airport
Hong Kong International Airport Station,Hong Kong,Hong Kong,\N,\N,22.316,113.9366,49,8,U,\N,airport
Dulles International Airport Station,Chantilly,United States,\N,\N,38.955833,-77.447778,284,-5,A,\N,airport
Airport MBTA Station,East Boston,United States,\N,\N,42.374374,-71.030243,11,-5,A,\N,airport
Reagan National Airport Station,Arlington,United States,\N,\N,38.852985,-77.0439,35,-5,A,\N,airport
King Street-Old Town Station,Arlington,United States,\N,\N,38.806501,-77.06112,28,-5,A,\N,station
Airport MARTA Station,Atlanta,United States,\N,\N,33.640758,-84.44685,1028,-5,A,\N,airport
Peachtree Center MARTA Station,Atlanta,United States,\N,\N,33.759677,-84.387548,1076,-5,A,\N,station
Lenox MARTA Station,Atlanta,United States,\N,\N,33.847144,-84.35631,925,-5,A,\N,station
Union Station,Indianapolis,United States,\N,\N,39.763056,-86.159444,708,-5,A,\N,station
Albion Amtrak Station,Albion,United States,\N,\N,42.247222,-84.756111,946,-5,A,\N,station
Racine North Shore Station,Racine,United States,\N,\N,42.72,-87.8168,648,-6,A,\N,station
La Crosse Amtrak Station,La Crosse,United States,\N,\N,43.8334,-91.2472,648,-6,A,\N,station
Wisconsin Dells Amtrak Station,Wisconsin Dells,United States,\N,\N,43.6266,-89.7775,907,-6,A,\N,station
Portage Amtrak Station,Portage,United States,\N,\N,43.5471,-89.4677,815,-6,A,\N,station
Richland Center Station,Richland Center,United States,\N,\N,43.3345,-90.3888,732,-6,A,\N,station
SFO BART Station,Millbrae,United States,\N,\N,37.6159,-122.3926,7,-8,A,\N,station
Embarcadero Station,San Francisco,United States,\N,\N,37.793056,-122.397222,9,-8,A,\N,station
San Bruno BART Station,San Bruno,United States,\N,\N,37.6377,-122.4163,37,-8,A,\N,station
Ashby BART Station,Berkeley,United States,\N,\N,37.853068,-122.269957,115,-8,A,\N,station
St. Polten Hauptbahnhof,St. Polten,Austria,\N,\N,48.207982,15.6246869,876,1,E,\N,station
Bahnhof Amstetten,Amstetten,Austria,\N,\N,48.1218065,14.8781579,902,1,E,\N,station
Linz Hauptbahnhof,Linz,Austria,\N,\N,48.2905326,14.2910278,873,1,E,\N,station
Wels Hauptbahnhof,Wels,Austria,\N,\N,48.166078,14.026569,1040,1,E,\N,station
Bahnhof Attnang-Puchheim,Attnang-Puchheim,Austria,\N,\N,48.012188,13.7202228,1365,1,E,\N,station
Innsbruck Hauptbahnhof,Innsbruck,Austria,\N,\N,47.2634415,11.4005285,1883,1,E,\N,station
Bahnhof Bludenz,Bludenz,Austria,\N,\N,47.1551581,9.8147701,1929,1,E,\N,station
Bahnhof Feldkirch,Feldkirch,Austria,\N,\N,47.2418335,9.6043434,1503,1,E,\N,station
Buchs SG Bahnhof,Buchs SG,Switzerland,\N,\N,47.1680233,9.4782249,1470,1,E,\N,station
Bahnhof Sargans,Sargans,Switzerland,\N,\N,47.0450403,9.4458964,1570,1,E,\N,station
Ali Air Base,Nasiriyah,Iraq,\N,ORTL,30.93580055,46.09009933,20,3,U,\N,airport
Yangcheng Lake Railway Station,Kunshan,China,\N,\N,31.381489,120.858426,10,8,U,\N,station
Huaqiao Railway Station,Kunshan,China,\N,\N,31.3374,121.0417,8,8,U,\N,station
Anting North Railway Station,Jiading,China,\N,\N,31.3163,121.154,9,8,U,\N,station
Nanxiang North Railway Station,Jiading,China,\N,\N,31.2813,121.3089,10,8,U,\N,station
Shanghai West Railway Station,Shanghai,China,\N,\N,31.2645,121.398,17,8,U,\N,station
Ota Air Base,Ota,Portugal,\N,LPOT,39.087502,-8.96278,140,1,E,\N,airport
Borroloola Airport,Borroloola,Australia,BOX,YBRL,-16.07530022,136.302002,55,9.5,O,\N,airport
Songjiang South Railway Station,Shanghai,China,\N,\N,30.985,121.225833,13,8,U,\N,station
Jinshan North Railway Station,Jinshan,China,\N,\N,30.896389,121.085,17,8,U,\N,station
Jiashan South Railway Station,Jiashan,China,\N,\N,30.790278,120.931667,18,8,U,\N,station
Jiaxing South Railway Station,Jiaxing,China,\N,\N,30.693056,120.795556,25,8,U,\N,station
Tongxiang Railway Station,Tongxiang,China,\N,\N,30.539444,120.563611,23,8,U,\N,station
Haining West Railway Station,Haining,China,\N,\N,30.440833,120.387222,35,8,U,\N,station
Yuhang Railway Station,Hangzhou,China,\N,\N,30.383056,120.291667,28,8,U,\N,station
Hangzhou South Railway Station,Hangzhou,China,\N,\N,30.174444,120.29,39,8,U,\N,station
Suvarnabhumi Station,Bangkok,Thailand,\N,\N,13.6942,100.7511,7,7,U,\N,station
Lat Krabang Station,Bangkok,Thailand,\N,\N,13.727891,100.748036,8,7,U,\N,station
Ban Thap Chang Station,Bangkok,Thailand,\N,\N,13.732827,100.691469,11,7,U,\N,station
Hua Mak Station,Bangkok,Thailand,\N,\N,13.7381,100.6455,15,8,U,\N,station
Ramkhamhaeng Station,Bangkok,Thailand,\N,\N,13.742956,100.600314,13,7,U,\N,station
City Air Terminal,Bangkok,Thailand,\N,\N,13.751,100.5613,11,7,U,\N,airport
Ratchaprarop Station,Bangkok,Thailand,\N,\N,13.7548,100.543,31,7,U,\N,station
Tambo Int'l. Airport Gautrain Station,Kempton Park,South Africa,\N,\N,-26.132068,28.230828,5577,2,U,\N,airport
Rhodesfield Gautrain Station,Kempton Park,South Africa,\N,\N,-26.128294,28.225146,5550,2,U,\N,station
Sandton Gautrain Station,Johannesburg,South Africa,\N,\N,-26.108322,28.056855,5333,2,U,\N,station
Rosebank Gautrain Station,Johannesburg,South Africa,\N,\N,-26.146209,28.04452,5539,2,U,\N,station
Sydney International Airport Station,Mascot,Australia,\N,\N,-33.934058,151.165783,13,10,O,\N,airport
Sydney Domestic Airport Station,Mascot,Australia,\N,\N,-33.933653,151.180708,25,10,O,\N,airport
Mascot Railway Station,Mascot,Australia,\N,\N,-33.923,151.1877,26,10,O,\N,station
Green Square Railway Station,Green Square,Australia,\N,\N,-33.9061,151.2026,51,10,O,\N,station
Mangonia Park Station,Mangonia Park,United States,\N,\N,26.758383,-80.076459,20,-5,A,\N,station
Lake Worth Station,Lake Worth,United States,\N,\N,26.616131,-80.069135,15,-5,A,\N,station
Delray Beach Station,Delray Beach,United States,\N,\N,26.454215,-80.090934,20,-5,A,\N,station
Boca Raton Station,Boca Raton,United States,\N,\N,26.392596,-80.099076,15,-5,A,\N,station
New London Union Station,New London,United States,\N,\N,41.354167,-72.093056,0,-5,A,\N,station
Howrah Junction Railway Station,Howrah,India,\N,\N,22.5818,88.3423,44,5.5,N,\N,station
Asansol Railway Station,Asansol,India,\N,\N,23.69131,86.974792,372,5.5,N,\N,station
Mughalsarai Junction Railway Station,Mughalsarai,India,\N,\N,25.2767,83.1173,271,5.5,N,\N,station
Allahabad Junction Railway Station,Allahabad,India,\N,\N,25.446,81.8289,337,5.5,N,\N,station
Delhi Airport Metro Station,Delhi,India,\N,\N,28.557096,77.086738,744,5.5,N,\N,airport
Delhi Aerocity Metro Station,Delhi,India,\N,\N,28.5491,77.1208,788,5.5,N,\N,station
Dhaula Kuan Metro Station,Delhi,India,\N,\N,28.591868,77.161803,805,5.5,N,\N,station
Shivaji Stadium Metro Station,Delhi,India,\N,\N,28.629008,77.211903,719,5.5,N,\N,station
Santacruz Railway Station,Mumbai,India,\N,\N,19.081667,72.841389,34,5.5,N,\N,station
Airport Road Metro Station,Mumbai,India,\N,\N,19.110113,72.874117,57,5.5,N,\N,airport
Andheri Railway Station,Mumbai,India,\N,\N,19.119167,72.846944,59,5.5,N,\N,station
Bandra Railway Station,Mumbai,India,\N,\N,19.054444,72.840556,20,5.5,N,\N,station
Dadar Railway Station,Mumbai,India,\N,\N,19.0184,72.8432,36,5.5,N,\N,station
Vadala Road Railway Station,Mumbai,India,\N,\N,19.016,72.8588,29,5.5,N,\N,station
Bhabua Road Railway Station,Bhabua,India,\N,\N,25.173056,83.619337,263,5.5,N,\N,station
Dehri-on-Sone Railway Station,Dehri,India,\N,\N,24.9151,84.1855,370,5.5,N,\N,station
Koderma Railway Station,Koderma,India,\N,\N,24.435198,85.52791,1309,5.5,N,\N,station
Parasnath Railway Station,Isri,India,\N,\N,23.985646,86.032769,879,5.5,N,\N,station
Dhanbad Junction Railway Station,Dhanbad,India,\N,\N,23.790963,86.429802,774,5.5,N,\N,station
Durgapur Railway Station,Durgapur,India,\N,\N,23.495186,87.317454,259,5.5,N,\N,station
Barddhaman Junction Railway Station,Barddhaman,India,\N,\N,23.249828,87.869859,122,5.5,N,\N,station
Hazrat Nizamuddin Railway Station,New Delhi,India,\N,\N,28.586387,77.248356,684,5.5,N,\N,station
Faridabad Railway Station,Faridabad,India,\N,\N,28.411504,77.307493,678,5.5,N,\N,station
Mathura Junction Railway Station,Mathura,India,\N,\N,27.478069,77.672224,593,5.5,N,\N,station
Yamuna Bridge Railway Station,Etmaddoula,India,\N,\N,27.191963,78.038534,538,5.5,N,\N,station
Tundla Junction Railway Station,Tundla,India,\N,\N,27.207804,78.233552,549,5.5,N,\N,station
Firozabad Railway Station,Firozabad,India,\N,\N,27.147519,78.386889,540,5.5,N,\N,station
Shikohabad Railway Station,Shikohabad,India,\N,\N,27.086175,78.575578,550,5.5,N,\N,station
Etawah Railway Station,Etawah,India,\N,\N,26.786487,79.022302,506,5.5,N,\N,station
Unnao Junction Railway Station,Unnao,India,\N,\N,26.535855,80.486289,423,5.5,N,\N,station
Incheon Airport Cargo Terminal Station,Incheon,South Korea,\N,\N,37.458236,126.476369,29,9,U,\N,airport
Unseo Station,Incheon,South Korea,\N,\N,37.492778,126.493611,30,9,U,\N,station
Cheongna International City Station,Incheon,South Korea,\N,\N,37.5552,126.6252,18,9,U,\N,station
Geomam Station,Incheon,South Korea,\N,\N,37.569167,126.673611,25,9,U,\N,station
Gyeyang Station,Incheon,South Korea,\N,\N,37.571389,126.736389,43,9,U,\N,station
Magongnaru Station,Seoul,South Korea,\N,\N,37.567222,126.829444,37,9,U,\N,station
Digital Media City Station,Seoul,South Korea,\N,\N,37.57654,126.90132,53,9,U,\N,station
Hongik University Station,Seoul,South Korea,\N,\N,37.556667,126.923611,99,9,U,\N,station
Gongdeok Station,Seoul,South Korea,\N,\N,37.543056,126.951111,82,9,U,\N,station
Yizhuang Railway Station,Beijing,China,\N,\N,39.811944,116.596111,92,8,U,\N,station
Yongle Railway Station,Yongle,China,\N,\N,39.652769,116.789003,47,8,U,\N,station
Wuqing Railway Station,Wuqing,China,\N,\N,39.371044,117.009985,28,8,U,\N,station
Huangcun Railway Station,Beijing,China,\N,\N,39.721944,116.326389,138,8,U,\N,station
Fengtai Railway Station,Beijing,China,\N,\N,39.848333,116.288611,167,8,U,\N,station
Langfang North Railway Station,Langfang,China,\N,\N,39.5087,116.703,50,8,U,\N,station
Dongmajuanzhen Railway Station,Wuqing,China,\N,\N,39.439062,116.837807,35,8,U,\N,station
Yangcun Railway Station,Wuqing,China,\N,\N,39.355125,117.064712,25,8,U,\N,station
Tianjin North Railway Station,Tianjin,China,\N,\N,39.164915,117.204,23,8,U,\N,station
Auckland Ferry Terminal,Auckland,New Zealand,\N,\N,-36.843,174.767,6,12,Z,\N,port
Mount Eden Railway Station,Mount Eden,New Zealand,\N,\N,-36.86799,174.75898,246,12,Z,\N,station
North Melbourne Railway Station,Melbourne,Australia,\N,\N,-37.8063,144.9411,39,10,O,\N,station
South Kensington Railway Station,Kensington,Australia,\N,\N,-37.7997,144.9258,29,10,O,\N,station
Footscray Railway Station,Footscray,Australia,\N,\N,-37.8016,144.9024,72,10,O,\N,station
Middle Footscray Railway Station,Footscray,Australia,\N,\N,-37.8025,144.8915,83,10,O,\N,station
West Footscray Railway Station,Footscray,Australia,\N,\N,-37.8018,144.8853,94,10,O,\N,station
Tottenham Railway Station,Tottenham,Australia,\N,\N,-37.7993,144.8632,114,10,O,\N,station
Albion Railway Station Melbourne,Melbourne,Australia,\N,\N,-37.7772,144.8244,146,10,O,\N,station
Guangzhou East Railway Station,Guangzhou,China,\N,\N,23.153494,113.319747,78,8,U,\N,station
Shenzhen East Railway Station,Shenzhen,China,\N,\N,22.603889,114.114444,87,8,U,\N,station
Airport South Station,Guangzhou,China,\N,\N,23.388,113.2974,35,8,U,\N,airport
Airport East Station,Shenzhen,China,\N,\N,22.646944,113.823056,10,8,U,\N,airport
Futian Checkpoint Station,Shenzhen,China,\N,\N,22.5182,114.065,17,8,U,\N,station
Lok Ma Chau Station,Hong Kong,Hong Kong,\N,\N,22.5144,114.0657,17,8,U,\N,station
Lo Wu Station,Hong Kong,Hong Kong,\N,\N,22.5283,114.1134,37,8,U,\N,station
Tung Chung Station,Hong Kong,Hong Kong,\N,\N,22.2893,113.9416,100,8,U,\N,station
Tanah Merah MRT Station,Singapore,Singapore,\N,\N,1.327358,103.946344,26,8,N,\N,station
Changi Airport MRT Station,Singapore,Singapore,\N,\N,1.357372,103.988836,32,8,N,\N,airport
Elsenthal Grafe Airport,Elsenthal,Germany,\N,EDNF,48.822498,13.3675,1417,1,E,\N,airport
Qingsheng Station,Qingsheng,China,\N,\N,22.866,113.4909,0,8,U,\N,station
Humen Railway Station,Dongguan,China,\N,\N,22.8603,113.6731,75,8,U,\N,station
Guangmingcheng Station,Guangming,China,\N,\N,22.732979,113.9545,146,8,U,\N,station
Capital Intl Terminal 2 Station,Beijing,China,\N,\N,40.079444,116.592778,168,8,U,\N,station
Capital Intl Terminal 3 Station,Beijing,China,\N,\N,40.053575,116.615471,80,8,U,\N,station
Sanyuanqiao Station,Beijing,China,\N,\N,39.96,116.451,144,8,U,\N,station
Zhongguancun Station,Beijing,China,\N,\N,39.983056,116.310278,178,8,U,\N,station
Pudong Intl Airport Station,Shanghai,China,\N,\N,31.1539,121.801,21,8,U,\N,airport
Hangjin Road Station,Shanghai,China,\N,\N,31.3372,121.59,12,8,U,\N,station
Xujiahui Station,Shanghai,China,\N,\N,31.19454,121.4379,43,8,U,\N,station
Hailun Road Station,Shanghai,China,\N,\N,31.2606,121.484,38,8,U,\N,station
Binhaiguojijichang Station,Tianjin,China,\N,\N,39.129582,117.352735,11,8,U,\N,station
Songshan Airport Station,Taipei,Taiwan,\N,\N,25.063144,121.551664,26,8,U,\N,airport
Kaohsiung Intl Airport KMRT Station,Kaohsiung,Taiwan,\N,\N,22.570833,120.341667,37,8,U,\N,airport
Marina Bay MRT Station,Singapore,Singapore,\N,\N,1.276097,103.854675,15,8,N,\N,station
Midway CTA Station,Chicago,United States,\N,\N,41.78661,-87.737875,606,-6,A,\N,station
Eindhoven Station,Eindhoven,Netherlands,\N,\N,51.4433908,5.4791711,56,1,E,\N,station
Simi Valley Train Station,Simi Valley,United States,\N,\N,34.270556,-118.694722,768,-8,A,\N,station
Newtownards Airport,Newtownards,United Kingdom,\N,EGAD,54.58110046,-5.691939831,9,0,E,\N,airport
Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,\N,EGKH,51.156898,0.641667,72,0,E,\N,airport
Panshanger Aerodrome,Panshanger,United Kingdom,\N,EGLG,51.80250168,-0.158056006,249,0,E,\N,airport
Thurrock Airfield,Thurrock,United Kingdom,\N,EGMT,51.537505,0.367634,20,0,E,\N,airport
Stapleford Aerodrome,Stapleford,United Kingdom,\N,EGSG,51.65250015,0.155833006,183,0,E,\N,airport
HAL Airport,Bangalore,India,\N,VOBG,12.94999981,77.66819763,2912,5.5,N,\N,airport
Chichester/Goodwood Airport,Goodwood,United Kingdom,QUG,EGHR,50.8594017,-0.759167016,98,0,E,\N,airport
Omarama Glider Airport,Omarama,New Zealand,\N,NZOA,-44.48669815,169.9859924,1381,12,Z,\N,airport
Haast Aerodrome,Haast,New Zealand,\N,NZHT,-43.86529922,169.0410004,13,12,Z,\N,airport
Estacio Station,Rio de Janeiro,Brazil,\N,\N,-22.913506,-43.209869,39,-3,S,\N,station
Wuzhou Avenue Station,Shanghai,China,\N,\N,31.3047,121.585,13,8,U,\N,station
Waigaoqiao FTZ South Station,Shanghai,China,\N,\N,31.3236,121.598,22,8,U,\N,station
Disney Resort Station,Shanghai,China,\N,\N,31.138,121.657,16,8,U,\N,station
Target Field Metro Transit Station,Minneapolis,United States,\N,\N,44.983333,-93.277222,824,-6,A,\N,station
Mall of America Metro Transit Station,Bloomington,United States,\N,\N,44.854167,-93.239,818,-6,A,\N,station
Terminal 1 Lindbergh Metro Transit Station,Hennepin County,United States,\N,\N,44.8811,-93.2057,820,-6,A,\N,station
Terminal 2 Humphrey Metro Transit Station,Hennepin County,United States,\N,\N,44.8742,-93.2241,829,-6,A,\N,station
Ferno-Lonate Pozzolo Railway Station,Ferno,Italy,\N,\N,45.608611,8.755,696,1,E,\N,station
Busto Arsizio Nord Railway Station,Busto Arsizio,Italy,\N,\N,45.606111,8.851389,728,1,E,\N,station
Saronno Railway Station,Saronno,Italy,\N,\N,45.625,9.030833,698,1,E,\N,station
Milano Bovisa-Politecnico Railway Station,Milan,Italy,\N,\N,45.5025,9.159167,438,1,E,\N,station
Milano Lambrate Railway Station,Milan,Italy,\N,\N,45.485,9.236944,417,1,E,\N,station
Milano Rogoredo Railway Station,Milan,Italy,\N,\N,45.433611,9.239167,355,1,E,\N,station
Reggio Emilia AV Mediopadana Railway Station,Reggio Emilia,Italy,\N,\N,44.725278,10.655556,115,1,E,\N,station
Campo di Marte Railway Station,Florence,Italy,\N,\N,43.7775,11.276389,171,1,E,\N,station
Roma Tiburtina Railway Station,Rome,Italy,\N,\N,41.910278,12.530833,104,1,E,\N,station
Meschede-Schüren Airport,Meschede,Germany,\N,EDKM,51.30277634,8.239167213,1434,1,E,\N,airport
Bahnhof Zurich Oerlikon,Zurich,Switzerland,\N,\N,47.4114964,8.5441683,1328,1,E,\N,station
Huangcun Railway Station,Beijing,China,\N,\N,39.721944,116.326389,136,8,U,\N,station
Lichterfelde Ost station,Berlin,Germany,\N,\N,52.43,13.328889,162,1,E,\N,station
Wunsdorf-Waldstadt Station,Wunsdorf,Germany,\N,\N,52.165556,13.467778,170,1,E,\N,station
Doberlug-Kirchhain Station,Doberlug-Kirchhain,Germany,\N,\N,51.620556,13.564167,329,1,E,\N,station
Kopenick Station,Berlin,Germany,\N,\N,52.458611,13.580833,137,1,E,\N,station
Friedrichshagen Station,Berlin,Germany,\N,\N,52.4575,13.623333,112,1,E,\N,station
Ostkreuz Station,Berlin,Germany,\N,\N,52.503056,13.468889,123,1,E,\N,station
Treptower Park Station,Berlin,Germany,\N,\N,52.4938,13.4615,125,1,E,\N,station
Planterwald Railway Station,Berlin,Germany,\N,\N,52.4786,13.4733,125,1,E,\N,station
Adlershof Station,Berlin,Germany,\N,\N,52.4347,13.5414,125,1,E,\N,station
Storkower Strasse Station,Berlin,Germany,\N,\N,52.523889,13.464444,179,1,E,\N,station
Schonhauser Allee Station,Berlin,Germany,\N,\N,52.549444,13.413889,214,1,E,\N,station
Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil,FEC,SBFE,-12.203056,-38.906667,768,-3,U,\N,airport
Jumandy Airport,Tena,Ecuador,TNW,SEJD,-1.059722,-77.583333,1234,-5,S,\N,airport
Chitina Airport,Chitina,United States,CXC,\N,61.515833,-144.436667,1,-9,A,\N,airport
Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU,-22.95166779,-43.16583252,692,-3,S,\N,airport
Neufahrn Station,Neufahrn bei Freising,Germany,\N,\N,48.321389,11.661111,1524,1,E,\N,station
Oberschleissheim Station,Oberschleissheim,Germany,\N,\N,48.256861,11.557528,1583,1,E,\N,station
Moosach Station,Munich,Germany,\N,\N,48.180278,11.507222,1672,1,E,\N,station
Laim Station,Munich,Germany,\N,\N,48.144444,11.503333,1734,1,E,\N,station
Marienplatz Station,Munich,Germany,\N,\N,48.137222,11.575278,1699,1,E,\N,station
Dongji Aiport,Fuyuan,China,FYJ,ZYFY,48.199494,134.366447,0,8,N,\N,airport
Como San Giovanni Railway Station,Como,Italy,\N,COMO,45.808333,9.0722222,0,2,E,\N,station
Skúvoy Heliport,Skuvoy,Faroe Islands,\N,EKSY,61.76959991,-6.803410053,70,1,E,\N,airport
Stóra Dímun Heliport,Stora Dimun,Faroe Islands,\N,EKSR,61.68529892,-6.758500099,305,1,E,\N,airport
